"sep=;"
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
16195;6329.0;1999-06-16;968.0;asdf;216196;23851.0;66447.0;Beverstien 54;2003;Enebolig;Treverk;NEK;288
11691;7672.0;2014-12-28;2805.0;asdf;211692;54257.0;82451.0;Faunveien 83;2008;Enebolig;Treverk;NEK;294
17747;2992.0;2001-05-11;8988.0;asdf;217748;8468.0;9837.0;Bertelsbakken 56;2015;Enebolig;Treverk;NEK;195
19910;9748.0;2010-04-11;9778.0;asdf;219911;88876.0;14187.0;Kjelleveien 51;1997;Enebolig;Treverk;NEK;212
19536;8199.0;1995-02-25;1203.0;asdf;219537;3048.0;79013.0;Vindgårdsvegen 39;2002;Enebolig;Treverk;NEK;195
12145;7414.0;2000-05-15;7809.0;asdf;212146;70536.0;16469.0;Hunstein 69;2001;Enebolig;Treverk;NEK;96
15427;8595.0;1999-12-15;6068.0;asdf;215428;46161.0;45638.0;Gjetaren 88;1956;Enebolig;Treverk;NEK;200
17819;6826.0;2004-10-04;2080.0;asdf;217820;69215.0;57924.0;Karisvingen 83;2016;Enebolig;Treverk;NEK;145
13206;6828.0;2003-04-06;2412.0;asdf;213207;95125.0;80994.0;Kolleveien 5;1998;Enebolig;Treverk;NEK;332
18738;8326.0;2002-07-02;6576.0;asdf;218739;40030.0;55622.0;Opalvegen 34;2000;Enebolig;Treverk;NEK;224
11235;877.0;2004-01-12;6886.0;asdf;211236;42259.0;81644.0;Orreveien 70;2012;Enebolig;Treverk;NEK;416
11486;4726.0;1998-09-17;4987.0;asdf;211487;82343.0;48917.0;Matrosvegen 3;2018;Enebolig;Treverk;NEK;481
12355;5091.0;2001-02-22;4788.0;asdf;212356;20856.0;89919.0;Sparresgaten 48;2000;Enebolig;Treverk;NEK;53
19685;8044.0;2002-08-07;9365.0;asdf;219686;34186.0;94467.0;Rådalslien 13;1982;Enebolig;Treverk;NEK;407
12553;9253.0;2000-12-10;3910.0;asdf;212554;86750.0;23264.0;Korten 20;2010;Enebolig;Treverk;NEK;393
12034;1767.0;2001-07-02;4175.0;asdf;212035;18361.0;24374.0;Hans Amundsens gate 45;1967;Enebolig;Treverk;NEK;347
12014;5578.0;2008-12-13;7442.0;asdf;212015;80441.0;54102.0;Dvergveien 19;2011;Enebolig;Treverk;NEK;475
11164;3608.0;2002-06-20;6381.0;asdf;211165;9216.0;21747.0;Hjalmar Larsens gate 1;1960;Enebolig;Treverk;NEK;203
18926;1951.0;2003-06-22;2013.0;asdf;218927;98753.0;9544.0;Londalen 83;1977;Enebolig;Treverk;NEK;202
15803;7001.0;2006-06-26;8592.0;asdf;215804;99013.0;70144.0;Korten 53;1972;Enebolig;Treverk;NEK;261
16198;1163.0;2003-10-05;2504.0;asdf;216199;88867.0;17174.0;Londalen 73;1973;Enebolig;Treverk;NEK;446
14694;6514.0;2006-12-01;4102.0;asdf;214695;14575.0;12080.0;Grevlingvegen 54;1995;Enebolig;Treverk;NEK;292
19999;310.0;2000-11-10;6021.0;asdf;220000;94985.0;92605.0;Wedels gate 38;2019;Enebolig;Treverk;NEK;408
10512;5360.0;2011-10-18;5798.0;asdf;210513;95504.0;73010.0;Sagplassvegen 25;2008;Enebolig;Treverk;NEK;473
18587;9993.0;2018-10-28;9789.0;asdf;218588;42984.0;31150.0;Gamle Stemvei 10;1999;Enebolig;Treverk;NEK;479
14823;2771.0;2019-05-07;9178.0;asdf;214824;91489.0;87981.0;Odins vei 37;1970;Enebolig;Treverk;NEK;231
11158;9427.0;1997-06-27;1459.0;asdf;211159;79497.0;16563.0;Eckmannsbakken 57;1984;Enebolig;Treverk;NEK;100
13827;5680.0;2014-02-08;865.0;asdf;213828;61670.0;98787.0;Brandstorpveien 92;1960;Enebolig;Treverk;NEK;394
13864;4144.0;1996-10-12;5159.0;asdf;213865;73071.0;69995.0;Sørligata 5;2014;Enebolig;Treverk;NEK;231
13561;5598.0;2006-04-27;5699.0;asdf;213562;27042.0;80898.0;Friggs veg 61;2002;Enebolig;Treverk;NEK;227
12466;6545.0;2008-01-21;9164.0;asdf;212467;73461.0;54914.0;Nordlysbråtet 81;2006;Enebolig;Treverk;NEK;46
19706;5359.0;2006-02-23;2758.0;asdf;219707;70242.0;69063.0;Huldervegen 61;1999;Enebolig;Treverk;NEK;157
15434;2884.0;2003-02-25;6049.0;asdf;215435;38755.0;38246.0;Brandstorpveien 13;1972;Enebolig;Treverk;NEK;381
11240;5301.0;2014-11-10;4635.0;asdf;211241;61093.0;52087.0;Hans og Grete stien 35;1969;Enebolig;Treverk;NEK;379
19450;9215.0;2011-03-28;3942.0;asdf;219451;91474.0;75311.0;Valleveien 67;2017;Enebolig;Treverk;NEK;208
10310;545.0;1997-12-25;7517.0;asdf;210311;95140.0;83367.0;Heggestien 17;1968;Enebolig;Treverk;NEK;479
18207;7899.0;2002-07-04;3719.0;asdf;218208;95643.0;36298.0;Melkeveien 16;1999;Enebolig;Treverk;NEK;43
11727;669.0;1995-09-10;5018.0;asdf;211728;18369.0;74983.0;Bredmyra 66;1963;Enebolig;Treverk;NEK;484
12381;4883.0;1999-08-21;4788.0;asdf;212382;8432.0;86964.0;Furustadveien (uten husnummer) 7;2019;Enebolig;Treverk;NEK;341
14691;6118.0;2008-12-05;5183.0;asdf;214692;11567.0;23832.0;Nordre Skuteviksveien 38;1984;Enebolig;Treverk;NEK;313
18939;5773.0;2011-12-25;2151.0;asdf;218940;96288.0;69398.0;Kråkemyro 16;1956;Enebolig;Treverk;NEK;167
18971;4543.0;2016-06-28;8860.0;asdf;218972;91351.0;27775.0;Bruksgata 39;2015;Enebolig;Treverk;NEK;407
19638;7115.0;2017-10-25;3581.0;asdf;219639;36676.0;75047.0;Brannhaugen 99;1959;Enebolig;Treverk;NEK;243
18271;1616.0;2017-10-01;9842.0;asdf;218272;65257.0;14189.0;Orreveien 78;1957;Enebolig;Treverk;NEK;362
10078;9378.0;2014-04-24;6715.0;asdf;210079;16445.0;94577.0;Øvre Krohnåsen 47;2015;Enebolig;Treverk;NEK;448
14974;4744.0;2016-08-25;1757.0;asdf;214975;15562.0;1533.0;Ørneveien 74;1972;Enebolig;Treverk;NEK;240
14966;977.0;2017-03-05;3132.0;asdf;214967;37229.0;66473.0;Sletteheia 84;1962;Enebolig;Treverk;NEK;44
13320;1895.0;2016-01-21;524.0;asdf;213321;8459.0;94207.0;Georg Feydts gate 63;1958;Enebolig;Treverk;NEK;398
14716;2781.0;2007-05-28;5511.0;asdf;214717;79914.0;76375.0;Bassengveien 41;2013;Enebolig;Treverk;NEK;31
11930;2532.0;1995-10-03;9921.0;asdf;211931;68902.0;5324.0;Maries vei 45;1979;Enebolig;Treverk;NEK;368
19284;7962.0;2015-05-12;4010.0;asdf;219285;41713.0;54446.0;Skarvaveien 87;2006;Enebolig;Treverk;NEK;331
12251;4728.0;2017-11-04;5933.0;asdf;212252;48612.0;26049.0;Espelandsvegen 81;1984;Enebolig;Treverk;NEK;202
10122;6822.0;2000-10-06;2368.0;asdf;210123;69781.0;57231.0;Tinnstien 97;1976;Enebolig;Treverk;NEK;445
13091;2181.0;2016-08-13;5204.0;asdf;213092;37199.0;41072.0;Vardehaugveien 94;2016;Enebolig;Treverk;NEK;374
12721;9360.0;2001-06-12;1890.0;asdf;212722;24699.0;3592.0;Solskinnsvegen 20;1984;Enebolig;Treverk;NEK;318
13835;7196.0;2004-12-20;113.0;asdf;213836;14463.0;39633.0;Oppsaltoppen 54;1999;Enebolig;Treverk;NEK;78
10979;5447.0;2003-09-16;9748.0;asdf;210980;86124.0;91375.0;Sandshagan 65;1986;Enebolig;Treverk;NEK;184
19993;1462.0;2004-12-08;7750.0;asdf;219994;76094.0;77768.0;Schweigaards gate 47;2009;Enebolig;Treverk;NEK;336
10478;9422.0;1998-03-02;2685.0;asdf;210479;1333.0;11070.0;Møllervegen 88;2009;Enebolig;Treverk;NEK;321
17983;6040.0;2009-07-14;5158.0;asdf;217984;40762.0;21611.0;Sagplassvegen 95;1955;Enebolig;Treverk;NEK;272
17818;1159.0;2012-01-03;1070.0;asdf;217819;85951.0;50716.0;Vårstien 96;1988;Enebolig;Treverk;NEK;187
15234;6155.0;2007-10-12;9995.0;asdf;215235;63759.0;87664.0;Gravavegen 41;1996;Enebolig;Treverk;NEK;44
17875;2653.0;2019-09-11;7002.0;asdf;217876;49176.0;62115.0;Rosnesstranda 42;2009;Enebolig;Treverk;NEK;37
13648;4277.0;1999-07-05;6697.0;asdf;213649;16435.0;57019.0;Kvalvågveien 10;1967;Enebolig;Treverk;NEK;203
19595;6214.0;2007-06-20;5503.0;asdf;219596;90408.0;56428.0;Fjordgata 53;1982;Enebolig;Treverk;NEK;200
13407;2960.0;2006-09-21;6184.0;asdf;213408;49250.0;54722.0;Kneiken 83;1999;Enebolig;Treverk;NEK;368
18900;3895.0;2019-10-12;8660.0;asdf;218901;33980.0;11622.0;Sagplassvegen 100;1954;Enebolig;Treverk;NEK;243
17549;293.0;2003-09-27;6947.0;asdf;217550;9971.0;40425.0;Tordenskiolds gate 85;1957;Enebolig;Treverk;NEK;275
16945;813.0;2012-10-03;4912.0;asdf;216946;77337.0;18490.0;Vindgårdsvegen 13;1986;Enebolig;Treverk;NEK;103
10993;5413.0;2010-09-19;5077.0;asdf;210994;84949.0;216.0;Åkredalen 78;1956;Enebolig;Treverk;NEK;423
18748;4571.0;2003-01-25;9831.0;asdf;218749;86716.0;43905.0;Skrivar Wessels veg 33;1952;Enebolig;Treverk;NEK;349
11639;9698.0;2003-01-12;4933.0;asdf;211640;8571.0;60306.0;Knausen 74;1998;Enebolig;Treverk;NEK;456
12112;3571.0;2011-02-22;7782.0;asdf;212113;34798.0;12105.0;Th. Engers veg 72;1966;Enebolig;Treverk;NEK;464
19875;6498.0;2001-05-16;9074.0;asdf;219876;47848.0;81170.0;Tarlebøveien 37;2007;Enebolig;Treverk;NEK;157
19915;1868.0;2005-04-11;7753.0;asdf;219916;15803.0;50403.0;Vesthagen 51;2014;Enebolig;Treverk;NEK;302
13538;4314.0;2012-09-06;1711.0;asdf;213539;99260.0;65178.0;Brusemyrløkka 3;1988;Enebolig;Treverk;NEK;129
12051;6650.0;2003-02-06;991.0;asdf;212052;85752.0;15034.0;Tegebærveien 61;2004;Enebolig;Treverk;NEK;337
15226;7197.0;2014-06-01;9648.0;asdf;215227;56913.0;53088.0;Myrlandsvegen 7;1977;Enebolig;Treverk;NEK;115
11902;8142.0;2008-01-11;2415.0;asdf;211903;44440.0;54716.0;Skolegata 63;1961;Enebolig;Treverk;NEK;313
13885;6644.0;2005-12-27;2916.0;asdf;213886;38633.0;65951.0;Sivert Gjørtlers veg 80;2012;Enebolig;Treverk;NEK;252
14612;9691.0;2016-07-11;103.0;asdf;214613;69872.0;8499.0;Dragonstien 13;1977;Enebolig;Treverk;NEK;276
11260;5294.0;2018-10-21;1526.0;asdf;211261;83980.0;79397.0;Dammanns vei 90;1986;Enebolig;Treverk;NEK;92
10996;7055.0;2009-11-10;3444.0;asdf;210997;64636.0;48462.0;Fasanveien 4;1957;Enebolig;Treverk;NEK;101
15099;1791.0;1997-01-16;8898.0;asdf;215100;58557.0;62560.0;Fjellbakkane 9;1954;Enebolig;Treverk;NEK;462
15765;5846.0;2012-08-05;5791.0;asdf;215766;58543.0;92239.0;Hellinga 6;2015;Enebolig;Treverk;NEK;234
10262;1466.0;2001-06-22;8748.0;asdf;210263;98989.0;72760.0;Åkredalen 95;1976;Enebolig;Treverk;NEK;455
12486;4644.0;2014-12-12;5265.0;asdf;212487;22075.0;56030.0;Jerpeveien 22;1967;Enebolig;Treverk;NEK;424
16247;2299.0;2011-07-08;1649.0;asdf;216248;38104.0;99643.0;Bergesgarden 56;1951;Enebolig;Treverk;NEK;297
12948;9850.0;1995-08-16;9123.0;asdf;212949;78791.0;20076.0;Magnus Lagabøters veg 72;2009;Enebolig;Treverk;NEK;396
10030;3159.0;2003-01-01;1617.0;asdf;210031;45938.0;51425.0;Christen Andersens veg 1;2018;Enebolig;Treverk;NEK;199
13373;8658.0;2005-05-17;3183.0;asdf;213374;22916.0;12294.0;Doktorveien 5;1984;Enebolig;Treverk;NEK;32
19379;8989.0;2017-03-28;16.0;asdf;219380;8440.0;83388.0;Sandbækveien 22;1953;Enebolig;Treverk;NEK;100
18246;8551.0;2019-07-25;5683.0;asdf;218247;5556.0;19017.0;Torevågvegen 63;2010;Enebolig;Treverk;NEK;197
19500;515.0;2014-06-11;1527.0;asdf;219501;21262.0;84057.0;Breidablikk 12;1971;Enebolig;Treverk;NEK;471
11169;7759.0;2013-08-06;6570.0;asdf;211170;93606.0;35950.0;Raustuvegen 58;1971;Enebolig;Treverk;NEK;107
13725;8223.0;2008-02-03;6993.0;asdf;213726;70669.0;46094.0;Skårgangen 67;1987;Enebolig;Treverk;NEK;181
10460;7377.0;2010-12-09;2889.0;asdf;210461;93267.0;38289.0;Vallehellene 86;1980;Enebolig;Treverk;NEK;288
18334;9199.0;2002-07-14;4703.0;asdf;218335;85231.0;9603.0;Storgaten 83;2010;Enebolig;Treverk;NEK;298
18103;2377.0;2008-02-15;6649.0;asdf;218104;6025.0;25494.0;Barbugårdsveien 58;1966;Enebolig;Treverk;NEK;300
10741;7510.0;2014-11-21;5824.0;asdf;210742;38652.0;81225.0;Askeladdvegen 66;2002;Enebolig;Treverk;NEK;174
11107;9557.0;1999-11-02;1831.0;asdf;211108;80180.0;30924.0;Aspermyrveien 2;2012;Enebolig;Treverk;NEK;248
15808;8952.0;2000-06-19;7805.0;asdf;215809;34701.0;20348.0;Ringsveien 77;2007;Enebolig;Treverk;NEK;479
14955;1147.0;2011-10-11;4972.0;asdf;214956;71791.0;14557.0;Agronomveien 69;2013;Enebolig;Treverk;NEK;129
16483;4453.0;2006-07-12;298.0;asdf;216484;77814.0;4421.0;Fossestuvegen 15;1991;Enebolig;Treverk;NEK;478
12446;1979.0;2017-09-08;6029.0;asdf;212447;85402.0;63209.0;Bjørneveien 19;1954;Enebolig;Treverk;NEK;41
19757;2733.0;2006-01-01;8876.0;asdf;219758;42711.0;14433.0;Nordahl Griegs gate 12;1951;Enebolig;Treverk;NEK;207
11952;7737.0;2001-04-01;6352.0;asdf;211953;12041.0;81711.0;Kolleveien 90;1978;Enebolig;Treverk;NEK;298
19768;7947.0;2014-06-21;948.0;asdf;219769;87837.0;85617.0;Vindgårdsvegen 71;1994;Enebolig;Treverk;NEK;338
10244;1168.0;1996-07-02;2189.0;asdf;210245;32695.0;94891.0;Skytterveien 12;1961;Enebolig;Treverk;NEK;65
19015;8189.0;2013-05-19;3818.0;asdf;219016;83325.0;22481.0;Grønnebergveien 30;2013;Enebolig;Treverk;NEK;46
17144;964.0;2010-09-03;4688.0;asdf;217145;18925.0;86224.0;Normannsgata 92;1966;Enebolig;Treverk;NEK;318
12852;1024.0;2002-11-21;7962.0;asdf;212853;25823.0;91039.0;Tveterveien 25;2015;Enebolig;Treverk;NEK;279
10655;4087.0;1996-04-01;3518.0;asdf;210656;93141.0;47771.0;Knattenskogen 13;1988;Enebolig;Treverk;NEK;497
12815;6998.0;2009-11-06;6859.0;asdf;212816;70042.0;60045.0;Huldervegen 70;2004;Enebolig;Treverk;NEK;66
13061;1495.0;1999-05-12;1474.0;asdf;213062;40673.0;11975.0;Blåtoppveien 8;1965;Enebolig;Treverk;NEK;42
18599;373.0;2009-04-17;7480.0;asdf;218600;31303.0;675.0;Malmveien 92;1959;Enebolig;Treverk;NEK;59
17799;8065.0;1996-09-18;6672.0;asdf;217800;80608.0;95858.0;Åsmund Vinjes vei 44;1991;Enebolig;Treverk;NEK;322
14580;7698.0;2018-04-10;773.0;asdf;214581;36365.0;38962.0;Solegårdsveien 85;1960;Enebolig;Treverk;NEK;446
15917;2116.0;1997-10-01;3994.0;asdf;215918;97658.0;99747.0;Holsts gate 26;1981;Enebolig;Treverk;NEK;372
19338;2366.0;2013-05-11;1889.0;asdf;219339;82591.0;70233.0;Øverlandsvegen 15;1990;Enebolig;Treverk;NEK;236
12163;7431.0;2010-05-24;8302.0;asdf;212164;32822.0;64106.0;Vallefaret 69;1951;Enebolig;Treverk;NEK;362
15155;3151.0;2003-01-14;8165.0;asdf;215156;68504.0;22078.0;Vestre Solhellinga 13;2010;Enebolig;Treverk;NEK;273
14557;2141.0;1996-03-21;1656.0;asdf;214558;29554.0;6448.0;Grønmoveien 75;1962;Enebolig;Treverk;NEK;199
10465;249.0;2005-11-28;140.0;asdf;210466;13473.0;84211.0;Apotekerveien 22;2008;Enebolig;Treverk;NEK;47
18437;9553.0;1997-02-11;2958.0;asdf;218438;87424.0;37317.0;Bakkegata 39;2018;Enebolig;Treverk;NEK;465
19858;4204.0;1997-03-12;2364.0;asdf;219859;20951.0;89071.0;Håndtaket 7;1985;Enebolig;Treverk;NEK;68
13243;8902.0;1999-05-28;8140.0;asdf;213244;62926.0;89008.0;Lundetunet 3;2018;Enebolig;Treverk;NEK;242
16620;4628.0;2012-03-28;496.0;asdf;216621;83476.0;46113.0;Kjelleveien 91;1971;Enebolig;Treverk;NEK;103
14419;9990.0;2011-04-24;7781.0;asdf;214420;48816.0;97945.0;Bregneveien 97;1982;Enebolig;Treverk;NEK;245
12968;9850.0;1998-06-01;4870.0;asdf;212969;1380.0;7841.0;Hellerveien 77;1952;Enebolig;Treverk;NEK;318
13079;9203.0;2010-10-27;2131.0;asdf;213080;59432.0;57888.0;Torvmyrveien 30;2014;Enebolig;Treverk;NEK;178
10626;2180.0;2005-03-05;8660.0;asdf;210627;13248.0;16902.0;Ringsveien 12;1986;Enebolig;Treverk;NEK;87
10313;7884.0;2011-07-08;3954.0;asdf;210314;59658.0;49694.0;Tinnstien 96;1970;Enebolig;Treverk;NEK;359
13952;3551.0;2008-04-08;3166.0;asdf;213953;61291.0;6829.0;Gonveien 18;2012;Enebolig;Treverk;NEK;303
17357;5254.0;1997-09-17;2886.0;asdf;217358;87617.0;93887.0;Rugdevegen 51;1951;Enebolig;Treverk;NEK;417
12693;5956.0;2010-08-23;4223.0;asdf;212694;22857.0;40341.0;Linderudveien 15;1975;Enebolig;Treverk;NEK;171
13238;6030.0;1995-09-24;4401.0;asdf;213239;95567.0;89992.0;Solstien 78;1992;Enebolig;Treverk;NEK;89
13959;7798.0;2016-08-05;5413.0;asdf;213960;41130.0;15693.0;Myrvoldvegen 70;1995;Enebolig;Treverk;NEK;435
11764;1976.0;2007-06-27;7602.0;asdf;211765;61275.0;79764.0;Dammanns vei 12;1999;Enebolig;Treverk;NEK;136
17748;5427.0;2016-04-08;95.0;asdf;217749;98530.0;89065.0;Åsbakken 58;2003;Enebolig;Treverk;NEK;304
15834;6885.0;1997-01-11;9374.0;asdf;215835;28800.0;77884.0;Almeveien 60;2012;Enebolig;Treverk;NEK;415
10745;5281.0;2003-12-28;5473.0;asdf;210746;73625.0;64338.0;Jon Sivertsens veg 30;2003;Enebolig;Treverk;NEK;425
13223;1738.0;2018-01-11;811.0;asdf;213224;74709.0;52023.0;E C Dahls gate 16;1968;Enebolig;Treverk;NEK;497
10706;104.0;1995-07-09;5716.0;asdf;210707;15183.0;71510.0;Marcus Thranes vei 23;1998;Enebolig;Treverk;NEK;454
13289;9083.0;2017-09-08;6200.0;asdf;213290;33783.0;34971.0;Nedre Kristianstens gate 29;1958;Enebolig;Treverk;NEK;461
13510;2820.0;2013-04-15;2530.0;asdf;213511;26451.0;3225.0;Veslevegen 50;2011;Enebolig;Treverk;NEK;199
15395;8518.0;2006-06-08;1791.0;asdf;215396;37762.0;20556.0;Lars Nøsens veg 11;2007;Enebolig;Treverk;NEK;197
15846;6378.0;2002-02-14;8024.0;asdf;215847;28433.0;564.0;Beverstien 82;2005;Enebolig;Treverk;NEK;191
10537;163.0;2015-10-11;2143.0;asdf;210538;75687.0;18109.0;Brusemyrløkka 89;1978;Enebolig;Treverk;NEK;446
12955;3289.0;2010-11-21;4239.0;asdf;212956;99615.0;77796.0;O L Aunes gate 45;2012;Enebolig;Treverk;NEK;326
19520;3746.0;2012-11-16;6349.0;asdf;219521;65510.0;72415.0;Hekkeløpveien 88;1956;Enebolig;Treverk;NEK;358
19503;7038.0;2018-01-04;1749.0;asdf;219504;75392.0;35983.0;Bjørningstadveien 97;1989;Enebolig;Treverk;NEK;87
17845;8751.0;2008-02-24;8703.0;asdf;217846;12353.0;31927.0;Langhaven 8;1977;Enebolig;Treverk;NEK;152
10611;9229.0;2010-08-13;6175.0;asdf;210612;68955.0;68226.0;Bjørnerudveien 41;1996;Enebolig;Treverk;NEK;159
12943;5344.0;1998-12-22;999.0;asdf;212944;16707.0;22425.0;Sanderveien 25;2001;Enebolig;Treverk;NEK;49
19026;535.0;1995-03-11;4528.0;asdf;219027;43696.0;40796.0;Veslevegen 50;1955;Enebolig;Treverk;NEK;340
11875;5810.0;2015-12-25;2621.0;asdf;211876;73568.0;32677.0;Sidsel Sidsærks vei 20;1951;Enebolig;Treverk;NEK;437
16440;6300.0;2011-12-12;7925.0;asdf;216441;15918.0;58085.0;Hans Dahms vei 26;2004;Enebolig;Treverk;NEK;80
16735;7536.0;2008-04-18;9305.0;asdf;216736;98336.0;4533.0;Nils Collett Vogts vei 46;1988;Enebolig;Treverk;NEK;25
11295;4405.0;1995-07-21;1241.0;asdf;211296;26584.0;46728.0;Skeilunden 45;2003;Enebolig;Treverk;NEK;493
11882;4870.0;1997-01-28;4770.0;asdf;211883;56397.0;65472.0;Grenseveien 33;1955;Enebolig;Treverk;NEK;487
15926;4102.0;1996-12-25;5220.0;asdf;215927;48491.0;63629.0;Granneslia 26;1992;Enebolig;Treverk;NEK;356
19630;5932.0;2007-02-11;8850.0;asdf;219631;90930.0;27255.0;Sagberget 83;1959;Enebolig;Treverk;NEK;409
17463;539.0;2004-06-03;179.0;asdf;217464;96058.0;78874.0;Stuffen 36;1993;Enebolig;Treverk;NEK;377
10319;5368.0;2000-02-03;8821.0;asdf;210320;29322.0;48640.0;Håndverkergaten 38;1995;Enebolig;Treverk;NEK;276
11527;7088.0;2000-08-05;1196.0;asdf;211528;13214.0;74801.0;Welhavens gate 42;2019;Enebolig;Treverk;NEK;411
19152;235.0;2003-07-27;7977.0;asdf;219153;18566.0;66079.0;Nedre Kulås vei 40;1958;Enebolig;Treverk;NEK;469
13378;9176.0;2016-03-13;5198.0;asdf;213379;8314.0;33684.0;Oddefjell 99;2016;Enebolig;Treverk;NEK;132
17476;7510.0;2002-04-23;9643.0;asdf;217477;64387.0;2051.0;Hofsfossveien 45;1960;Enebolig;Treverk;NEK;400
10222;1859.0;2009-03-04;3334.0;asdf;210223;27166.0;87569.0;Aspermyrveien 30;2017;Enebolig;Treverk;NEK;311
14574;2904.0;2015-10-28;2141.0;asdf;214575;23013.0;32682.0;Hansøyveien 95;1957;Enebolig;Treverk;NEK;190
13933;8926.0;2001-04-16;8354.0;asdf;213934;79878.0;86316.0;Ilikroken 64;1959;Enebolig;Treverk;NEK;474
13197;7390.0;1995-03-24;8455.0;asdf;213198;62050.0;82726.0;Rådalslien 29;1963;Enebolig;Treverk;NEK;71
18493;5677.0;2001-11-04;2184.0;asdf;218494;56200.0;1753.0;Professor Brochs gate 65;1976;Enebolig;Treverk;NEK;258
16951;6216.0;2007-05-13;5138.0;asdf;216952;6963.0;90150.0;Kallumlia 73;1987;Enebolig;Treverk;NEK;180
18987;2867.0;2019-06-11;3295.0;asdf;218988;46050.0;47847.0;Blåsteinveien 62;2012;Enebolig;Treverk;NEK;162
11453;2817.0;2014-12-18;9551.0;asdf;211454;68835.0;53377.0;Skeilunden 4;2016;Enebolig;Treverk;NEK;427
15101;5392.0;2017-09-20;829.0;asdf;215102;15282.0;91468.0;Frits Thaulows gate 92;1964;Enebolig;Treverk;NEK;455
10937;6851.0;2016-06-07;8881.0;asdf;210938;39709.0;1445.0;Dansrudveien 8;1968;Enebolig;Treverk;NEK;106
15971;1504.0;1996-04-21;5477.0;asdf;215972;50746.0;68278.0;Håndverkergaten 82;1964;Enebolig;Treverk;NEK;157
14192;5294.0;2008-04-02;2725.0;asdf;214193;90416.0;74597.0;Bekkefaret 56;1968;Enebolig;Treverk;NEK;419
13400;5226.0;2018-05-21;4869.0;asdf;213401;32250.0;46700.0;Kvernkroken 3;1965;Enebolig;Treverk;NEK;281
15613;3985.0;2016-06-09;9986.0;asdf;215614;13069.0;30812.0;Dalbakkveien 48;1970;Enebolig;Treverk;NEK;111
18728;4570.0;2003-03-24;3586.0;asdf;218729;47405.0;91500.0;Kristian Larsens veg 48;2017;Enebolig;Treverk;NEK;172
19412;3149.0;2009-09-27;1701.0;asdf;219413;36107.0;83335.0;Grefsentunet 77;1950;Enebolig;Treverk;NEK;153
12933;2366.0;2003-06-15;1551.0;asdf;212934;75922.0;85754.0;Bregneveien 79;1985;Enebolig;Treverk;NEK;159
14370;574.0;2015-12-16;6715.0;asdf;214371;12814.0;46114.0;Skansebakken 72;1982;Enebolig;Treverk;NEK;377
13369;5863.0;2004-06-26;491.0;asdf;213370;24486.0;13543.0;Vennelystveien 41;2003;Enebolig;Treverk;NEK;300
12845;8442.0;2016-03-25;2189.0;asdf;212846;81581.0;33004.0;Lomviveien 87;1995;Enebolig;Treverk;NEK;370
14390;4865.0;2005-12-16;6694.0;asdf;214391;65782.0;14735.0;Knausen 92;1989;Enebolig;Treverk;NEK;396
14752;9381.0;1999-12-10;4426.0;asdf;214753;58311.0;3372.0;Høylandsvegen 58;1987;Enebolig;Treverk;NEK;111
18250;3237.0;2017-06-19;7483.0;asdf;218251;97037.0;92835.0;Ognagata 35;1969;Enebolig;Treverk;NEK;143
13636;7560.0;1999-06-15;2555.0;asdf;213637;17147.0;23448.0;H W Friis veg 90;1988;Enebolig;Treverk;NEK;433
11293;6038.0;2004-10-20;5852.0;asdf;211294;61388.0;97957.0;Sivertvegen 75;1956;Enebolig;Treverk;NEK;401
11373;6991.0;2016-05-06;3463.0;asdf;211374;25943.0;86002.0;Øraveien 54;2017;Enebolig;Treverk;NEK;316
15297;8778.0;2018-04-13;1886.0;asdf;215298;63257.0;62775.0;Brakkebakken 38;1987;Enebolig;Treverk;NEK;59
19381;3368.0;2012-11-15;6434.0;asdf;219382;26550.0;18994.0;Torvmyrveien 29;1986;Enebolig;Treverk;NEK;172
19677;4865.0;2015-06-26;9814.0;asdf;219678;32056.0;75802.0;Hollendersvingen 58;2000;Enebolig;Treverk;NEK;311
14314;3714.0;2003-03-04;8058.0;asdf;214315;99201.0;30012.0;Peder Myhres veg 26;1965;Enebolig;Treverk;NEK;186
18265;6299.0;1995-04-17;8736.0;asdf;218266;9500.0;61520.0;Haugstua 50;2016;Enebolig;Treverk;NEK;483
15698;9107.0;2000-12-15;4091.0;asdf;215699;91561.0;936.0;Verftsbakken 40;1966;Enebolig;Treverk;NEK;436
19700;8367.0;2001-08-10;8549.0;asdf;219701;66359.0;53687.0;Eikåsneset 59;2011;Enebolig;Treverk;NEK;358
15976;6744.0;2004-04-04;3225.0;asdf;215977;83050.0;96779.0;Vennelystveien 69;2016;Enebolig;Treverk;NEK;157
17284;5083.0;2002-03-14;4824.0;asdf;217285;34831.0;73990.0;Husvikveien 3;1958;Enebolig;Treverk;NEK;116
17767;7810.0;1996-05-06;3005.0;asdf;217768;39835.0;316.0;Peter Reimers gate 1;1964;Enebolig;Treverk;NEK;397
10002;6781.0;1997-03-11;9855.0;asdf;210003;4222.0;67705.0;Elveosen 97;2013;Enebolig;Treverk;NEK;109
14322;4291.0;1997-10-02;4204.0;asdf;214323;2048.0;69462.0;Bordalssløyfen 85;2010;Enebolig;Treverk;NEK;311
13020;8348.0;2007-07-05;5415.0;asdf;213021;43951.0;27396.0;Tampereveien 59;1971;Enebolig;Treverk;NEK;90
