sep=;
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
18574;Sand;Natalie;1999-2-21;Ringaberget 41;47775.0
18575;Jakobsen;Jennie;2010-6-13;Ole Nypans veg 99;11277.0
18576;Andersen;Fredrik;2005-0-26;Schweigaards gate 26;26873.0
18577;Gregersen;Magnus;1995-12-9;Vallefaret 8;52830.0
18578;Wold;Anton;1996-1-4;Kaja Eides vei 15;40858.0
18579;Gudbrandsen;Ida;1997-7-10;Sandgata 67;43322.0
18580;Pedersen;Jens;1995-1-9;Postvegen 71;9044.0
18581;Roland;Jonas;2017-6-15;Ramnflogveien 82;38856.0
18582;Larsen;Ahmed;2019-7-5;Palle Rosenkrantz gate 78;69681.0
18583;Askim;Maria;2005-0-0;Gullfakskroken 13;6037.0
18584;Bjelland;William;2003-9-2;Lindemann Bulls vei 82;94541.0
18585;Pedersen;Teja;2009-1-17;Tveterveien 16;37460.0
18586;Grønlie;Leo;2003-2-6;Tidegeilen 70;63586.0
18587;Gunnestad;Jasmin;2010-1-16;Gamlelinja 97;17385.0
18588;Sand;Oliver;2011-5-5;Bjørkelia 67;15182.0
18589;Hansen;Hannah;2017-6-24;Byggveien 7;40698.0
18590;Sogn;Leander;2004-4-22;Måsesvingen 62;65626.0
18591;Haugerud;Andreas;1999-6-2;Hestengbakken 83;93863.0
18592;Jacobsen;Andreas;2006-8-17;Heggestien 27;91093.0
18593;Thomassen;Hannah;1997-12-12;Lilletorget 66;73875.0
18594;Berg;Vilde;1998-10-26;Nesahaugen 23;10574.0
18595;Digre;Sebastian;2000-8-21;Nedre Kulås vei 47;6397.0
18596;Øyen;Noah;2012-2-28;Andreas Nilsens vei 91;29836.0
18597;Jacobsen;Ella;2014-2-1;Søsterveien 70;34626.0
18598;Iqbal;Ada;2018-9-12;Øvre Ringvei 98;47577.0
18599;Gunnestad;Lea;2013-6-23;Haugeplassen 54;9188.0
18600;Ellefsen;Mikael;2003-7-16;Framnesveien 82;15115.0
18601;Wang;Peter;2014-10-19;Nedre Prestavegen 96;22923.0
18602;Rønning;Elise;2006-12-26;Brattvollveien 74;89675.0
18603;Løberg;Sofie;1995-1-23;Vaskerelven 19;84339.0
18604;Otterstad;Sindre;2012-3-1;Munkelia 79;23951.0
18605;Martinsen;Erika;2010-5-16;Sandmovegen 30;6978.0
18606;Samuelsen;Thomas;2019-9-23;Øvre Ringvei 14;95061.0
18607;Andersen;Anna;2011-1-15;Knausen 99;12877.0
18608;Olsen;Sarah;2012-12-0;Askeladdvegen 32;90223.0
18609;Mohamed;Kajus;2009-11-20;Langeveien 94;15371.0
18610;Borgen;Ida;2011-0-0;Torger Carlsens gate 64;46141.0
18611;Throndsen;Pia;2019-8-21;Leif Tronstads plass 75;67351.0
18612;Hansen;Jonas;2008-8-16;Moholmen 41;97367.0
18613;Jørgensen;Oliver;2008-0-21;Brattvollveien 47;62162.0
18614;Sollid;Sindre;2014-5-16;Rugdeveien 98;69446.0
18615;Alme;Emilie;2004-6-12;Salmakergata 13;38607.0
18616;Øye;Kenneth;1999-6-5;Vannposten 17;3352.0
18617;Olsrud;Frida;2001-8-3;Gulsetkåsa 10;90839.0
18618;Stange;Una;2016-2-27;Naustvegen 33;1204.0
18619;Stene;Aksel;2019-6-16;Industriveien 71;52169.0
18620;Andreassen;Selma;2013-2-16;Solbakken 51;64232.0
18621;Jensen;Mia;2012-5-1;Nye Teglverks vei 18;49410.0
18622;Haugland;Eliza;2018-0-3;Orekåsgata 3;18437.0
18623;Sylte;Christoffer;2007-8-9;Kjelleveien 52;64587.0
18624;Helleren;Amalie;2015-11-8;Fagernes 65;68109.0
18625;Nordby;Vebjørn;2012-10-27;Sletta 78;22288.0
18626;Mjelde;Truls;2015-1-3;Fossestuvegen 90;48342.0
18627;Løkke;Mariam;2012-10-15;Venus vei 83;3143.0
18628;Sjursen;Sindre;2007-9-6;Hannibalveien 40;27665.0
18629;Blindheim;Agathe;2015-5-27;Knattenvegen 48;5054.0
18630;Sæbø;Martin;2006-10-16;Symrekleiva 98;51411.0
18631;Wilhelmsen;Hanna;2008-3-19;Grønnebergveien 18;70704.0
18632;Larsen;Hedvig;2017-11-18;Telefonveien 42;99404.0
18633;Jensen;Kristian;2009-4-7;Åkredalen 13;17776.0
18634;Knudsen;Aurora;2003-12-10;Eikornrødvegen Sør 27;18973.0
18635;Sakshaug;Natalie;2010-3-14;Sørliveien 82;81206.0
18636;Øksendal;Martin;2018-10-26;Lundveien 67;3970.0
18637;Mørk;Emil;2002-11-18;Dyrefaret 7;93398.0
18638;Haarr;Anna;2016-12-20;Siksakveien 24;59017.0
18639;Sand;Selmer;2013-7-4;Skeisvold 77;68472.0
18640;Mjelde;Isabella;2009-0-10;Rolandvegen 26;98445.0
18641;Hansen;Anton;2004-2-7;Sundevegen 89;38348.0
18642;Olsen;Nora;1996-9-28;Alexander Kiellands veg 41;2717.0
18643;Michaelsen;Ole;2006-9-13;Vannposten 24;38419.0
18644;Ensrud;Natalie;2000-0-13;Bergelandsgata 77;92126.0
18645;Takvam;Thea;2017-8-4;Sandvollia 51;2780.0
18646;Løken;Amalie;1998-8-2;Hunstein 68;82365.0
18647;Ulseth;Odd;2012-3-24;Rødborge 87;83774.0
18648;Johnsen;Leo;1998-9-8;Byfoged Finnes gate 41;25910.0
18649;Aasland;Ingvild;2007-6-10;Husvikveien 12;90436.0
18650;Lund;Johannes;1996-2-17;Telthusveien 6;70775.0
18651;Torgersen;Natalie;2016-5-19;Høylandsvegen 50;88362.0
18652;Sørensen;Mika;2010-12-16;Blåbærvegen 79;76575.0
18653;Holtet;Kaya;2002-5-13;Naxbie 28;32322.0
18654;Kruse;Alma;2003-12-21;Korten 89;90727.0
18655;Fossum;Fredrik;1998-4-3;Brennaveien 78;47222.0
18656;Olsen;Anders;2002-7-8;Kartverksveien 29;72856.0
18657;Karlsen;Silje;1998-0-4;Fjellvåkvegen 17;89513.0
18658;Pedersen;Emily;2018-11-16;Friggs veg 74;87918.0
18659;Skauge;Tobias;2012-3-23;Torsborgveien 80;91820.0
18660;Terjesen;Mats;2012-10-25;Fekjan 40;58859.0
18661;Larsen;Astrid;1999-2-3;Nesttunkollen 13;18109.0
18662;Rønning;Andrea;2003-0-2;Ove Jensens vei 40;85105.0
18663;Jensen;Jenny;2001-2-28;Mjølnervegen 3;47962.0
18664;Standal;Tobias;2017-8-27;Dammenvegen 80;28050.0
18665;Svendsen;Lars;2004-0-1;Mjølnervegen 33;16273.0
18666;Thorstensen;Samuel;1999-12-10;Munkerudkleiva 70;46838.0
18667;Berg;Selma;2010-7-27;Eilert Sundts gate 67;13716.0
18668;Øverland;Malene;2016-3-19;Nordre Holen 48;7.0
18669;Davidsen;Håvard;2008-11-4;Hofsfossveien 47;73781.0
18670;Nilsen;Elsa;2011-0-1;Frusetsvingen 17;23431.0
18671;Løken;Adrian;2019-5-26;Skjønningsengvegen 24;92375.0
18672;Svendsen;Thomas;2014-11-19;Gravavegen 49;81067.0
18673;Aasland;Elise;2000-11-23;Solegladveien 55;45841.0
18674;Sand;Victor;2006-11-1;Korten 53;82339.0
18675;Larsen;Kristina;2005-12-4;Kvålveien 73;41537.0
18676;Askevold;Ulrik;2003-12-0;Melkeveien 31;11947.0
18677;Sylte;Anna;2007-3-10;Hellesteinveien 6;90337.0
18678;Nordengen;Andrea;1996-2-16;Sørligata 9;47518.0
18679;Sletvold;Kristine;2019-8-5;Europaveien 13;56806.0
18680;Johansen;Noah;2006-10-27;Skistuvegen 96;1485.0
18681;Bøe;Elias;2005-7-24;Kringsjåveien 86;38812.0
18682;Kjørsvik;Maja;2001-0-5;Eikelia 39;17570.0
18683;Roland;Arthur;1995-5-15;Jeppevegen 74;54146.0
18684;Strand;Hannah;2018-4-20;Veslevegen 18;58412.0
18685;Heide;Hanna;2010-6-28;Arbeidergata 48;64414.0
18686;Grønli;Gustav;2018-3-0;Nikolaikirkeallmenningen 96;17223.0
18687;Nordtveit;Ole;1997-6-24;Kremleveien 12;37964.0
18688;Flø;Mats;2018-10-8;Adolph Tidemands vei 24;66352.0
18689;Ulvund;Mikkel;2000-1-20;Baggliveien 88;31379.0
18690;Antonsen;Leon;1998-0-15;Grenseveien 75;81874.0
18691;Olsen;Ahmed;2003-7-10;Iduns veg 41;1488.0
18692;Berg;Adrian;1996-6-10;Byfoged Finnes gate 39;67277.0
18693;Dale;Åsne;1995-2-20;Vidars vei 95;34790.0
18694;Askevold;Nicklas;2009-5-21;Grette 53;22252.0
18695;Hansen;Martyna;2016-3-10;Grønmoveien 14;28185.0
18696;Østrem;Selma;2014-11-16;Konvertorveien 1;21423.0
18697;Rustad;Synne;2010-7-3;Gunnar Reiss-andersens gate 57;51815.0
18698;Lien;Mia;1999-12-9;Langneset 59;40352.0
18699;Gilje;Oscar;2009-10-25;Schiøtts vei 47;91888.0
18700;Kristiansen;Sebastian;2015-5-10;Eventyrvegen 59;31336.0
18701;Hellesø;Felix;2015-3-0;Bernt Balchens vei 26;57316.0
18702;Aas;Helle;1995-10-16;Jon Sivertsens veg 71;33890.0
18703;Aas;Tyra;2018-9-18;Klostervegen 13;75484.0
18704;Ellingsen;Helene;2012-10-6;Jon Sivertsens veg 6;51498.0
18705;Roland;Aurora;2016-6-15;Budstikken 63;93019.0
18706;Vangen;Vetle;1998-11-20;Ole L. Kolstads veg 13;94278.0
18707;Lunde;Sean;2002-2-26;Gabbrovegen 94;81306.0
18708;Ødegård;Abdullah;2011-3-0;Ringaberget 45;30408.0
18709;Misje;Magnus;2002-12-17;Bjynnvassdalen 83;63675.0
18710;Wang;﻿Emma;2017-5-6;Daniel Bildts gate 60;85303.0
18711;Haugan;Martine;2018-3-16;Linstubben 84;39354.0
18712;Kvande;Hannah;2014-6-9;Haakon Sæthres vei 38;70816.0
18713;Hussain;Abdullah;2006-3-12;Alexander Kiellands veg 90;26038.0
18714;Skorpen;Ole;2013-1-2;Reichweins gate 29;31491.0
18715;Skramstad;Nikolai;2004-12-5;Knut Glomsaas' vei 91;49841.0
18716;Aas;Sigurd;1996-9-28;Thomassletta 74;11584.0
18717;Thorkildsen;Truls;2019-1-0;Amalienborgvegen 11;14147.0
18718;Skare;Josef;2017-6-18;Siggeruds gate 75;13189.0
18719;Haugan;Sigrid;1998-2-9;Gamlelinja 63;31252.0
18720;Ellingsen;Oliver;2015-7-3;Rasmus Mortensens vei 66;67382.0
18721;Østby;Daniel;2000-0-21;Brakkebakken 29;23015.0
18722;Granås;Dominika;2014-12-9;Skjønningsengvegen 95;98063.0
18723;Moe;Emma;1998-2-0;Anna Helgesens vei 95;61128.0
18724;Sveen;David;2000-7-25;Oppsaltoppen 24;78676.0
18725;Svendsen;Iben;2011-10-7;Kvalvågveien 24;52532.0
18726;Sørensen;Henrik;2003-2-8;Meisestien 75;60543.0
18727;Nikolaisen;Oscar;2010-12-5;Rådyrbakken 42;25685.0
18728;Aslam;Emilie;2006-7-0;Kalamyrryggen 39;10555.0
18729;Holm;Jonas;2017-5-13;Stivivegen 9;99927.0
18730;Gravdahl;Isak;2003-3-26;Lademoens Kirkealle 3;26968.0
18731;Halvorsen;Isak;2010-4-21;Veslefrikkveien 73;47246.0
18732;Karlsen;Jenny;2015-3-15;Solveien 90;80549.0
18733;Gulbrandsen;Vilhelm;2012-2-17;Janaflaten 64;96515.0
18734;Svendsen;Max;1999-10-25;Tømtebakken 1;3721.0
18735;Haugland;Melina;2007-0-7;Løkka Bru 74;26157.0
18736;Kvalvåg;Elliot;2016-12-0;Conradis gate 62;58513.0
18737;Gjersøe;Ingrid;2004-3-24;Bergsvingen 10;77472.0
18738;Ødegaard;Christopher;2000-9-14;Russevikveien 49;22724.0
18739;Samuelsen;Lukas;2003-1-2;Nordre Sommerstien 62;34635.0
18740;Pedersen;David;1997-3-2;Riegelsbakken 58;113.0
18741;Nilsen;Vetle;1999-6-13;Sørhella 1;61540.0
18742;Tellefsen;Arnas;2010-2-8;Anders Liaklevs veg 96;7080.0
18743;Botnen;Magnus;1997-2-19;Herman Døhlens vei 89;66406.0
18744;Schei;Balder;2014-6-10;Brakkebakken 54;6455.0
18745;Jensen;Laura;1997-12-8;Sinsenterrassen 75;69486.0
18746;Tønnessen;Christopher;2015-3-1;Opalvegen 63;58540.0
18747;Bashir;Magnus;2003-11-1;Lensmann Jens Sørums vei 95;73666.0
18748;Røysland;Linnea;2011-9-26;Veslefrikkveien 70;17363.0
18749;Solem;Eline;2000-5-7;Sleggeveien 85;35207.0
18750;Moen;Noah;2012-0-13;Torger Carlsens gate 92;68777.0
18751;Akhtar;Cecilia;2011-9-17;Ankervegen 84;87097.0
18752;Svendsen;Vetle;2002-7-13;Olav Aukrusts veg 7;73702.0
18753;Heiberg;Eirik;2007-1-12;Faunveien 14;49553.0
18754;Hansen;Iben;2012-10-7;Grønli allé 75;67057.0
18755;Johannessen;Nora;2003-1-22;Sundevegen 43;6903.0
18756;Fonn;Aylin;1998-0-20;Smedsvingen 52;51409.0
18757;Ahmed;Ylva;2002-12-11;Bekkefaret 20;90990.0
18758;Jonassen;Eliah;2010-8-4;Dr. Backers veg 100;83126.0
18759;Bekkelund;Lucas;2000-12-28;Lundetunet 99;32592.0
18760;Seldal;Alma;2011-5-16;Skårgangen 7;61741.0
18761;Pettersen;Celine;2008-9-23;Munkelia 7;52600.0
18762;Lien;Jens;1999-3-12;Krokstien 26;97590.0
18763;Birkeland;Frida;1998-11-24;Vannposten 45;89933.0
18764;Olsen;Linnea;2018-4-12;Ringsveien 49;78569.0
18765;Pedersen;Vilje;1997-7-21;Jernverksgata 37;12603.0
18766;Rohde;Jens;2003-4-1;Ryes gate 11;54859.0
18767;Olsen;Henrik;1998-12-12;Vallefaret 34;1144.0
18768;Ellingsen;Erika;2000-7-22;Brattbakken 18;71908.0
18769;Lien;Mathias;2018-2-15;Øvre Frednes veg 46;92713.0
18770;Johannesen;Erika;1996-7-3;Kamfjordlia 61;14252.0
18771;Pedersen;Markus;2015-1-20;Lomveien 90;75306.0
18772;Opsahl;Tomine;2016-0-8;Belsbyveien 46;90268.0
18773;Dahlberg;Odin;2001-8-2;Steinvågvegen 37;94320.0
18774;Staven;Marvin;2014-2-21;Barbugårdsveien 14;79501.0
18775;Solheim;Angela;2009-1-2;Ladetrøa 21;19060.0
18776;Lien;Benjamin;2016-10-4;Bodinveien 79;60540.0
18777;Nesse;Luna;2014-2-8;Gravarskroken 27;16740.0
18778;Haga;Torjus;2006-1-0;Mikkelsbergbakken 93;65398.0
18779;Hussein;Selma;2008-7-28;Haugeplassen 13;2926.0
18780;Eriksen;Eira;1999-7-11;Røykåskroken 47;86467.0
18781;Borg;Mille;2007-8-5;Hammerbakken 66;94374.0
18782;Kaya;Balder;1998-7-20;Sandmovegen 66;40356.0
18783;Kaur;Ella;1998-3-2;Lerstadtoppen 36;35693.0
18784;Hasle;Balder;1997-10-18;Rasmusbakken 46;30270.0
18785;Rohde;Martin;2012-9-12;Buskogen 46;35188.0
18786;Halvorsen;Ulrik;2019-2-3;Albert Moens veg 60;61393.0
18787;Lunde;Eirik;2006-6-4;Hans Dahms vei 15;94900.0
18788;Vågenes;William;2000-2-5;Haugstua 84;19827.0
18789;Haugen;Leah;1999-11-15;Meheiaveien 8;24628.0
18790;Lillevik;Noah;2008-1-21;Markvegen 37;36802.0
18791;Moi;Hedda;2005-5-8;Ulsholtveien 9;91544.0
18792;Svee;Didrik;2008-6-3;Pettersand 62;96390.0
18793;Solvoll;Emilie;2003-0-8;Nordre Elvikvei 27;93255.0
18794;Aagesen;Abdullah;2001-3-18;Åsbakken 86;51669.0
18795;Olsen;Celina;1995-1-18;Klostervegen 97;23737.0
18796;Miller;Marielle;2018-5-8;Chr Michelsens gate 53;26550.0
18797;Granås;Leon;2018-6-11;Torevågvegen 81;10694.0
18798;Johansen;Martha;2019-7-6;Johan Riefs gate 15;77386.0
18799;Eriksen;Julian;1996-0-2;Vannposten 2;75099.0
18800;Harstad;Nikolai;2009-0-19;Granlytunet 32;19352.0
18801;Jespersen;Theo;2015-4-13;Ole Nypans veg 7;29224.0
18802;Lid;Luna;2000-5-19;Kragstadveien 50;71903.0
18803;Sogn;Eli;2016-5-7;Ryes gate 41;27502.0
18804;Jacobsen;Bo;1998-0-12;Eventyrvegen 54;2638.0
18805;Birkeland;Linn;2017-12-14;Hunstein 97;55092.0
18806;Oppedal;Emilia;2010-1-24;Nesbukta 22;20624.0
18807;Hestad;Celine;1997-0-6;Østgårds vei 17;59233.0
18808;Larsen;Odin;1998-12-11;Hans Dahms vei 69;87767.0
18809;Mørkved;Adrian;1998-7-11;Rugdevegen 11;38666.0
18810;Berg;Ailo;2000-12-4;Ytterseinesveien 29;2731.0
18811;Nilsen;Lara;1999-9-16;Stranddalsveien 49;81541.0
18812;Bjørvik;Aria;2017-7-3;Grenaderveien 86;91292.0
18813;Duong;Patryk;2010-10-25;Øvre Frednes veg 35;67759.0
18814;Fiskum;Josef;2018-4-28;Aagot Gjems Selmers veg 68;16414.0
18815;Solheim;Liv;2012-0-21;Solbergveien 65;30946.0
18816;Karlson;Kenan;2013-2-24;Grønlandsleiret 69;79813.0
18817;Granås;Anna;2005-1-21;Sandshagan 46;6546.0
18818;Sveen;Linnea;2008-0-18;Hjørnerødgata 12;56905.0
18819;Martinussen;David;2005-8-20;Lifjellveien 24;41878.0
18820;Brekke;Magnus;2003-3-8;Bjynnvassdalen 82;89247.0
18821;Midtgård;Nora;2008-4-2;Blekebakken 9;78722.0
18822;Olsen;Emilie;2007-8-28;Torkevegen 11;13759.0
18823;Osnes;Alicja;2005-4-23;Solhøgdvegen 79;79851.0
18824;Midtgård;Ayla;1999-7-15;Vesthagen 57;95404.0
18825;Andorsen;Johanna;1999-7-11;Øraveien 95;28016.0
18826;Skauge;Max;1999-4-27;Aasmund Vinjes vei 8;13104.0
18827;Holm;Johanne;2002-8-1;Ladetrøa 27;10729.0
18828;Myhre;Isak;2004-8-2;Brandstorpveien 17;16183.0
18829;Pettersen;Sander;2006-5-8;Sorrisniva 11;43985.0
18830;Borgersen;Julian;2007-11-12;Langeveien 51;96640.0
18831;Pettersen;Celina;2018-6-12;Kolleveien 36;24327.0
18832;Vetrhus;Petter;2006-12-22;Hans Amundsens gate 45;75032.0
18833;Olsen;Herman;2013-9-15;Steinbekk gård 92;68223.0
18834;Årvik;Nicklas;2004-1-28;Risøbank 42;34438.0
18835;Klingenberg;Eirik;2008-1-27;Granlytunet 19;99565.0
18836;Sundfær;Kaja;1998-5-2;Gamle Borgen vei 61;19404.0
18837;Førland;Cornelius;1995-6-10;Nordlysbråtet 48;91151.0
18838;Hansen;Vilje;1998-4-14;Kolbergsrudvegen 86;55871.0
18839;Øygard;Hans;2012-1-13;Bjerkastien 56;84395.0
18840;Eriksen;Katarina;1995-0-9;Kremleveien 39;7659.0
18841;Maudal;Anne;2008-2-3;O L Aunes gate 15;15403.0
18842;Berisha;Hedda;1999-11-19;Lisbeth Nypans veg 27;38849.0
18843;Gregersen;Mika;2008-4-6;Songe terrasse 44;11251.0
18844;Martinsen;Sara;2010-10-17;Longhammarvegen 91;78745.0
18845;Norheim;Aylin;2019-10-20;Harehaugveien 33;72363.0
18846;Holm;Isak;1996-1-20;Venliveien 76;76108.0
18847;Arntsen;Lykke;2012-5-3;Elveosen 51;18336.0
18848;Molden;Karoline;2007-9-27;Dyre Vaas vei 87;24779.0
18849;Tungland;Marte;2001-1-1;Ellefs vei 90;32785.0
18850;Skauge;Emil;2013-8-7;Fjordgata 98;25913.0
18851;Karlsrud;Tobias;2008-11-5;Torger Carlsens gate 49;93616.0
18852;Hansen;Emilia;2016-2-16;Bjørkelia 43;75890.0
18853;Sæterdal;Denis;2012-2-4;Ljansbrukveien 74;75467.0
18854;Landro;Ragna;2016-9-22;Brunas vei 26;56673.0
18855;Holt;Robin;1999-1-28;Matrosvegen 82;68459.0
18856;Rustad;Lars;2018-6-26;Sundevegen 82;15951.0
18857;Sverdrup;Haakon;2007-12-9;Grannesarmen 54;66996.0
18858;Ulvund;Alicja;2002-10-20;Jerpeveien 64;70682.0
18859;Berg;Mats;2006-10-28;Ytterseinesveien 8;51556.0
18860;Jørgensen;Hanne;1999-7-24;Sørumgata 39;25300.0
18861;Grønås;Teodor;2000-0-5;Hummelvikveien 96;48553.0
18862;Østgård;Eirik;2012-8-15;Kvitlingveien 13;18225.0
18863;Varhaug;Casper;2008-2-20;Thulstrups gate 48;88114.0
18864;Lien;Sverre;2018-5-18;Skoleveien 71;7520.0
18865;Samuelsen;Daniel;2015-3-4;Gaukveien 33;26434.0
18866;Hagen;Hedvig;1999-11-19;Øyern plass 36;62254.0
18867;Rønning;Sandra;2014-12-0;Sletteheia 36;52068.0
18868;Olsen;Tobias;1997-3-0;Høylandsvegen 10;95077.0
18869;Andorsen;Ada;2000-8-21;Breisteinvegen 89;81861.0
18870;Aasland;Musab;2004-3-20;Bergelandsgata 70;72572.0
18871;Johansen;Phillip;2010-2-8;Fjordgata 84;75219.0
18872;Andreassen;Mina;1997-6-24;Per Halvorsens vei 39;73372.0
18873;Langhelle;Arn;2009-0-2;Gamle Jåttåvågen 60;89588.0
18874;Liabø;Lucas;2007-8-19;Fekjan 68;9371.0
18875;Thoresen;Jacob;2003-0-26;Kremleveien 75;64503.0
18876;Nordhaug;Thea;1998-3-25;Slettavegen 31;26914.0
18877;Skog;Didrik;2019-7-16;Grefsentunet 10;22210.0
18878;Nordberg;Sigrid;2017-2-19;Nyborgveien 91;64505.0
18879;Larsen;Syver;1999-1-26;Ljansbrukveien 86;17989.0
18880;Strøm;Mohammad;2007-8-12;Øvregate 47;84326.0
18881;Waage;Leo;2007-5-18;Essoveien 27;61003.0
18882;Westby;Sigurd;2016-5-15;Trygves vei 85;47539.0
18883;Alme;Martha;2004-8-5;Vaskerelven 30;28836.0
18884;Borchgrevink;Kaja;2011-8-9;Falkumlia 57;32636.0
18885;Andersen;Kasper;2000-5-13;Frogner plass 37;24916.0
18886;Holm;Ida;2018-2-6;Skeilunden 18;46758.0
18887;Larsen;Elise;1997-6-26;Eilert Sundts gate 40;58925.0
18888;Berg;Sebastian;2011-9-9;Gamle Konglung vei 42;98369.0
18889;Lomeland;Bella;2017-1-18;Gjellum terrasse 83;6380.0
18890;Nguyen;Sofie;2009-8-18;Peter Reimers gate 19;95665.0
18891;Odden;Saga;1997-0-4;O L Aunes gate 50;83863.0
18892;Torgersen;Jacob;2011-0-12;Lunas vei 45;93736.0
18893;Andersen;Nikolai;2014-9-18;Nordmørgata 71;57108.0
18894;Flåten;Emma;2004-12-7;Essoveien 19;63763.0
18895;Bye;Amalie;2003-6-9;Anders Liaklevs veg 32;77724.0
18896;Olsen;Vilde;2013-7-12;Otto Nielsens veg 6;70108.0
18897;Breivik;Falk;2015-6-21;Oddefjell 22;80142.0
18898;Holt;Fredrik;2008-3-8;Kvernkroken 1;95186.0
18899;Einvik;Maja;1995-9-7;Postvegen 12;7179.0
18900;Hellesø;Marte;2010-0-10;Isdamveien 37;60784.0
18901;Midtgård;Noah;2015-2-8;Anders Liaklevs veg 17;62003.0
18902;Aker;Caroline;2019-7-28;Gaukveien 55;13088.0
18903;Pettersen;Marcus;2012-4-23;Brennaveien 39;17499.0
18904;Nilsen;Emilie;2012-0-24;Voldsvegen 88;70700.0
18905;Andersen;Isak;2019-12-6;Rønningveien 13;83275.0
18906;Solvoll;Thomas;2009-9-4;Gravdalsveien 32;58983.0
18907;Karlsen;Magnus;2004-11-6;Grønlandsleiret 52;54062.0
18908;Bjerkan;Angelina;2014-0-11;Sandbyveien 10;71742.0
18909;Braathen;Tobias;2010-6-8;Skjønningsengvegen 15;51652.0
18910;Kolstad;Agnes;1995-12-8;Rugdeberget 53;20320.0
18911;Mossige;Ingrid;2015-4-11;Storhauggata 96;37612.0
18912;Bø;Kian;2017-0-6;Grønlandsleiret 25;17231.0
18913;Tornes;Christopher;2008-12-24;Vettaliveien 14;16170.0
18914;Mork;Emine;2001-8-12;Nansenveien 33;51551.0
18915;Opsahl;Mathea;2006-11-0;Ruseløkkveien 2;69768.0
18916;Hanssen;Sander;2006-2-9;Bernt Balchens vei 11;39810.0
18917;Nordhagen;Amalie;2004-7-22;Leitebakken 63;31259.0
18918;Haga;Sebastian;2005-2-15;Vollane 58;99449.0
18919;Ommundsen;Danial;2018-11-15;Barbugårdsveien 65;54141.0
18920;Pettersen;Elias;2002-1-12;Hansbakken 56;27881.0
18921;Simonsen;Kristian;2003-0-0;Torsborgveien 51;38133.0
18922;Sagen;Tobias;2003-10-0;Sørliveien 71;88116.0
18923;Habbestad;Theo;2003-9-25;Espelandsvegen 47;97255.0
18924;Ali;Vilma;2014-5-20;Hellerveien 54;82902.0
18925;Svanberg;Andrea;2012-11-20;Tampereveien 51;57289.0
18926;Sørensen;Iver;2002-0-15;Thora Meyers gate 15;88390.0
18927;Jensen;Filip;2019-9-26;Storhaugen 68;48717.0
18928;Hoff;Jonas;2012-11-0;Bjørnslettveien 32;91927.0
18929;Salvesen;Ella;2005-7-14;Sandvollia 48;87828.0
18930;Larsen;Emily;2007-4-3;Paul Bentsens gate 41;36717.0
18931;Andorsen;Eira;2014-1-6;Ingrids gate 96;86292.0
18932;Øvrevik;Celina;1997-11-13;Bjørnerudveien 3;8786.0
18933;Werner;Eirik;2003-4-1;Hollendersvingen 92;65848.0
18934;Habbestad;Odd;2000-12-25;Isnesveien 5;38025.0
18935;Henriksen;Julie;2018-3-6;Tampereveien 86;81168.0
18936;Johannessen;Hedvig;2014-12-21;Vollgata 21;1544.0
18937;Kvam;Hermine;2017-4-3;Vesleveien 84;10582.0
18938;Skjørestad;Emilie;2006-6-16;Revheimsslåttå 14;22320.0
18939;Larsen;Lukas;2008-7-12;Trygve Thesens vei 91;69075.0
18940;Syversen;Aurora;1996-12-0;Lars Nøsens veg 27;7132.0
18941;Sveen;Adrian;2007-2-15;Kløverveien 70;7556.0
18942;Syversen;Isak;2018-2-6;Nedre Ullern terrasse 26;18241.0
18943;Kvalvåg;Vetle;1997-1-2;Langeveien 65;73171.0
18944;Jonassen;Magnus;2008-4-5;Gårdsveien 53;93956.0
18945;Liknes;Solveig;2007-3-15;Thomassletta 72;27444.0
18946;Berg;Sara;2010-3-0;Nesttunkollen 85;30469.0
18947;Tangen;Vebjørn;2006-10-16;Nedre Prestavegen 76;54920.0
18948;Hauge;Marvin;1998-10-28;Møllers gate 87;59954.0
18949;Pedersen;Andreas;2018-3-18;Orrehaugen 86;11245.0
18950;Solheim;Alex;2014-12-0;Ånesveien 21;11905.0
18951;Sand;Johannes;1997-12-5;Frusetholtet 51;52456.0
18952;Berg;Olaf;2002-12-0;Elvelyveien 56;20939.0
18953;Rønningen;Ben;2000-9-10;Solbakken 28;83257.0
18954;Johansen;Ragna;1997-5-19;Ørpehaugvegen 55;98428.0
18955;Røysland;Thea;1997-11-2;Knausbakken 28;18186.0
18956;Wilhelmsen;Laura;2015-4-2;Lars Hofstads veg 77;26892.0
18957;Kvande;Ahmed;2016-7-26;Adolph Tidemands vei 35;26170.0
18958;Hernes;Dennis;2005-9-18;Ruths vei 13;18112.0
18959;Indrebø;Halvor;2004-3-2;Alkeveien 83;47846.0
18960;Kristensen;Maja;2001-0-21;H.Abr.Hansens gate 7;26222.0
18961;Bjørge;Thea;1998-12-14;Øvre Eikervei 30;39959.0
18962;Jakobsen;William;2016-7-26;Sandmovegen 23;97584.0
18963;Haagensen;Emilie;2007-3-14;Pilkveien 18;30337.0
18964;Gravdahl;Sofia;2002-5-10;Hollendergata 78;42645.0
18965;Martinussen;Martin;1995-1-25;Nordre Skuteviksveien 80;15669.0
18966;Aagesen;Kristian;2000-4-19;Dr. Gjems veg 99;63227.0
